Transcript,Label,Binary Label
 Yes.,WordRep,Stutter
 I'm fine myself.,NoStutteredWords,No-Stutter
 Help!,NoStutteredWords,No-Stutter
 Breathe. Breathe.,Block,Stutter
 And that's her in case.,Prolongation,Stutter
,SoundRep,Stutter
 that you're fearful of.,SoundRep,Stutter
" If you don't mind, yeah.",Interjection,Stutter
" Yeah, well, I'm truthful of.",Interjection,Stutter
 Just kidding at me and wondering,NoStutteredWords,No-Stutter
 Exactly what I'm,NoStutteredWords,No-Stutter
 going to buy and,NoStutteredWords,No-Stutter
 So you're afraid of other people.,WordRep,Stutter
 Judgement.,SoundRep,Stutter
 Yes.,DifficultToUnderstand,Stutter
" Yeah, I was like that.",NoStutteredWords,No-Stutter
 Yes.,NoStutteredWords,No-Stutter
" way, right? Yeah.",NoStutteredWords,No-Stutter
 See you on.,Block,Stutter
 same thing.,Interjection,Stutter
 that it's important.,NoStutteredWords,No-Stutter
 not have to deal with that fear.,NoStutteredWords,No-Stutter
 It's really a freeing feeling.,NoStutteredWords,No-Stutter
 I'm sorry.,Interjection,Stutter
" really, really, really fine.",WordRep,Stutter
 wants to achieve because I'm tired.,Block,Stutter
 and worry because of the rare speaks.,NoStutteredWords,No-Stutter
" Well, it sounds like you're on...",Block,Stutter
 them eliminate some of that fear.,NoStutteredWords,No-Stutter
 Yes.,NoStutteredWords,No-Stutter
 And I bet that that will help.,NoStutteredWords,No-Stutter
" But like I told you earlier if I have a congressman was a Literature adherent teacher to the term put to環 PvisAy, a federal general and Conference, 3 Nationals, a biofilm company is fighting for broadcast of a technical meeting.",Interjection,Stutter
 I'm all about this.,NoStutteredWords,No-Stutter
 do everything ready that we with our,Interjection,Stutter
 Dancing now.,WordRep,Stutter
15,Interjection,Stutter
 to um,Interjection,Stutter
 It's too arm inexpensive.,WordRep,Stutter
 I'll start this on.,NoStutteredWords,No-Stutter
 perfectly for you.,Prolongation,Stutter
 So make filmmaker?,Prolongation,Stutter
" Um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um, um um, um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um um",WordRep,Stutter
 Meet me.,WordRep,Stutter
 on sweetheart.,Interjection,Stutter
" and get the, um, um,",WordRep,Stutter
eluahent,NoStutteredWords,No-Stutter
 participation is going to help other people who's,SoundRep,Stutter
 Then?,Prolongation,Stutter
 Yes. Absolutely.,Block,Stutter
 Have you ever done any?,WordRep,Stutter
 Peech!,NoStutteredWords,No-Stutter
 There is speech there.,SoundRep,Stutter
 I did speak there.,Interjection,Stutter
" I'm actually, um,",Interjection,Stutter
 those things.,Interjection,Stutter
 Joining me and us.,NoStutteredWords,No-Stutter
 women who stutter our stories.,NoStutteredWords,No-Stutter
 Beagle.,Interjection,Stutter
 Passionate about which is real and,NoStutteredWords,No-Stutter
 or work. How do you manage it?,NoStutteredWords,No-Stutter
 not always come up.,NoStutteredWords,No-Stutter
 I'm wary about bringing it up.,NoStutteredWords,No-Stutter
 have taboo thing,SoundRep,Stutter
 important things to me.,WordRep,Stutter
 like I can sort of see the...,Interjection,Stutter
 the persons.,SoundRep,Stutter
 I can so totally every,NoStutteredWords,No-Stutter
 or offend it by by by,WordRep,Stutter
 lot going on.,Interjection,Stutter
 of us numbers receivers scores fifthWell done removing the SiX poll,Block,Stutter
 furtherridge. Prince of the,Block,Stutter
 we can process things together.,NoStutteredWords,No-Stutter
 in 2000 and,Interjection,Stutter
 for lack of a better term promotion.,NoStutteredWords,No-Stutter
 conferring conferences.,Prolongation,Stutter
 and the group we're waiting about it is that BBK,SoundRep,Stutter
 be because I think that it comes from such,NoStutteredWords,No-Stutter
 for me that it did.,SoundRep,Stutter
" and you know,",Interjection,Stutter
愉wondo愉f� homogeneous愉ve,SoundRep,Stutter
 workshop,Block,Stutter
 because it sounds like you would pay.,NoStutteredWords,No-Stutter
" Yeah, I can, yeah, I definitely can.",WordRep,Stutter
" And he said,",WordRep,Stutter
 You guys,Interjection,Stutter
" it. Why, why, why, why you did the",WordRep,Stutter
 workshop right,NoStutteredWords,No-Stutter
" So, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so, so",SoundRep,Stutter
 but I had a really full,Interjection,Stutter
 I think it will take.,NoStutteredWords,No-Stutter
 And I think it will take a little bit of time.,NoStutteredWords,No-Stutter
 from tent. Time to time.,SoundRep,Stutter
 the sting of,Block,Stutter
" wonderful experience with impacts, friends, assure each other and love the ones have recognized us, and we've all just received the form of event on a new website. If you could make it to an event with your friends and people on site, let me know in the comments section below, the Next Star.",Block,Stutter
 website. It actually,NoStutteredWords,No-Stutter
" There, there, there.",WordRep,Stutter
 No.,Block,Stutter
" Oh, you're like, thank you.",WordRep,Stutter
" Like, have it?",Interjection,Stutter
 kan,Block,Stutter
 Thank you.,NoStutteredWords,No-Stutter
,Block,Stutter
 Good. μας.,Block,Stutter
" And Yara who watch me through there? And,",Block,Stutter
 What was your purpose in going?,NoStutteredWords,No-Stutter
 Right.,NoStutteredWords,No-Stutter
 Perfect.,Block,Stutter
 It sounds like that might involve a lot of it.,NoStutteredWords,No-Stutter
 See you next time.,SoundRep,Stutter
 So I was a key.,Block,Stutter
 Okay.,Block,Stutter
 recibirla de 3...ination! Te gocesain!,Block,Stutter
" Okay, terrific and what's your-",NoStutteredWords,No-Stutter
 this,Prolongation,Stutter
" So sweet, sweet",Block,Stutter
" I'm sorry, I'm sorry. I'm sorry.",Block,Stutter
" He'd uh, he'd.",WordRep,Stutter
 M. M.,Interjection,Stutter
" I don't think I did, but um...",Interjection,Stutter
" No, I didn't, but you know what?",WordRep,Stutter
" From, uh, oh.",WordRep,Stutter
9,Block,Stutter
" And I just wanted to like,",Interjection,Stutter
 X. X.,Block,Stutter
,Prolongation,Stutter
 Thank you.,NoStutteredWords,No-Stutter
" You know, um, uh, uh.",SoundRep,Stutter
 Thank you.,NoStutteredWords,No-Stutter
 I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I,SoundRep,Stutter
 Thank you.,NoStutteredWords,No-Stutter
" Oh, there was a...",Block,Stutter
 confidence in my,Prolongation,Stutter
 to ask you,NoStutteredWords,No-Stutter
 the two of F.,WordRep,Stutter
 people that will listen.,Block,Stutter
 Absolutely. Boyoda.,NoStutteredWords,No-Stutter
" So, I'm",Prolongation,Stutter
" They've, um, they've, they've,",WordRep,Stutter
 more of weddings.,Prolongation,Stutter
 you're stuttering. Tell me.,Block,Stutter
 just like a cookie.,NoStutteredWords,No-Stutter
 until 1980.,Interjection,Stutter
" So, so yes, so so",WordRep,Stutter
 things that if I could speak fluent.,NoStutteredWords,No-Stutter
" I said, you know, I would want to",Interjection,Stutter
 thing and he puts,Block,Stutter
" Now, staring and those two of us,",NoStutteredWords,No-Stutter
 many people who stutter.,Prolongation,Stutter
 I'm a rena.,Interjection,Stutter
 Also notice that you also,NoStutteredWords,No-Stutter
" So, put graphics.",NoStutteredWords,No-Stutter
 deal with.,WordRep,Stutter
 understanding the behavior of,NoStutteredWords,No-Stutter
 and something that I like to do.,Interjection,Stutter
 They had me too.,Interjection,Stutter
 enjoying my Saturday mornings. So,NoStutteredWords,No-Stutter
 I decided to take that step.,NoStutteredWords,No-Stutter
" Yeah. So I thought, you know, it's",Interjection,Stutter
 So I was so terrified.,NoStutteredWords,No-Stutter
 Yeah. Did your coworkers and your,NoStutteredWords,No-Stutter
" Yes, they did. Yes, they did.",WordRep,Stutter
 Did they ever did they ever did they ever did,WordRep,Stutter
 from other plants.,NoStutteredWords,No-Stutter
 And it was because I spoke like,NoStutteredWords,No-Stutter
 and mental abuse.,NoStutteredWords,No-Stutter
 I am.,NoStutteredWords,No-Stutter
 Yeah. Well that's so,NoStutteredWords,No-Stutter
 I'm talking on,Interjection,Stutter
" Well, um, um, my, my",Interjection,Stutter
 So I'm constantly talking.,NoStutteredWords,No-Stutter
" been stopped in P quiero avenueville. Of every day and those of their family, their neighborhood, the day and they are in Eden's joy. People I feel is the joy of watching At the buildings of the water. I feel that meaning is so fast,",NoStutteredWords,No-Stutter
" and this is a Christian,",Interjection,Stutter
 I have to read aloud.,NoStutteredWords,No-Stutter
 to the group.,Interjection,Stutter
 privilege to chat with you.,NoStutteredWords,No-Stutter
" Well, I guess, but...",Prolongation,Stutter
 very simple advice is,NoStutteredWords,No-Stutter
 meet so many wonderful people and,WordRep,Stutter
 and an after a little,WordRep,Stutter
 actually meet people.,NoStutteredWords,No-Stutter
" Well, I think I-",WordRep,Stutter
 talking to people and it's wonderful.,Interjection,Stutter
 It sounds like you have had a word.,NoStutteredWords,No-Stutter
 for you and it's been good for the NSA.,NoStutteredWords,No-Stutter
" Okay. Well, thank you, Pam. It's definitely",WordRep,Stutter
 for,Prolongation,Stutter
 bit,Block,Stutter
 wonderful experience.,Prolongation,Stutter
 for for me,WordRep,Stutter
" Park, Park, Park, Park, Park, Park to your story.",SoundRep,Stutter
 We'll think.,Block,Stutter
 much harder because I started.,NoStutteredWords,No-Stutter
 I'd be learning how to be a teacher.,NoStutteredWords,No-Stutter
" That, well thank you again Pam for",SoundRep,Stutter
 on writing me to be on the podcast.,NoStutteredWords,No-Stutter
" when I was 16, I met.",Interjection,Stutter
 Matt. This woman carries who was,NoStutteredWords,No-Stutter
,SoundRep,Stutter
 Good do it too.,SoundRep,Stutter
 needed to realize that I could really do it.,NoStutteredWords,No-Stutter
 then I'll go to your Instagram with an Instagram account Esperone to email everybody. Here you are!,Prolongation,Stutter
 be a teacher. So then on,Interjection,Stutter
" And Debbie Nicholai actually, who was...",Interjection,Stutter
" introduce me to um, carry.",Interjection,Stutter
" Well, cool and",WordRep,Stutter
 and from there the rest is his.,SoundRep,Stutter
 His,Block,Stutter
 history as they say.,Prolongation,Stutter
 It certainly is. How long have you,NoStutteredWords,No-Stutter
" Well, so...",Prolongation,Stutter
 Second year working full.,SoundRep,Stutter
 full time time out in a,WordRep,Stutter
" to Sarah. Hey, Sarah, how's it going?",NoStutteredWords,No-Stutter
 Okay. Okay. All good things.,SoundRep,Stutter
" Really, that's a challenge.",NoStutteredWords,No-Stutter
" Well, so...",Prolongation,Stutter
 What grade do you teach?,NoStutteredWords,No-Stutter
" Well, I teach a teacher varieties.",WordRep,Stutter
 These are little kids. Yes.,Prolongation,Stutter
" Yes, definitely.",Prolongation,Stutter
 Tutoring.,SoundRep,Stutter
,Block,Stutter
 So usually with with,Prolongation,Stutter
 with my younger students. I'll say thank you.,Prolongation,Stutter
" But so with my older students, I mean.",Interjection,Stutter
" I mean, sometimes someone will mention",NoStutteredWords,No-Stutter
 and so my older students usually.,NoStutteredWords,No-Stutter
 I tell them that I stutter and I say,NoStutteredWords,No-Stutter
 has there ever been an,Block,Stutter
 instance where we,SoundRep,Stutter
" You know, left.",Interjection,Stutter
" Like when when you've started,",WordRep,Stutter
" Maybe not intentionally, but you know,",NoStutteredWords,No-Stutter
" I'll get things. How are you, Pam?",Block,Stutter
" or students, where they're just like, you know.",Block,Stutter
" like, you know, they,",NoStutteredWords,No-Stutter
 but they just did like kind of like a...,Interjection,Stutter
 don't know what to do kind of laugh.,NoStutteredWords,No-Stutter
 What them and are they supportive?,Prolongation,Stutter
 I do so it's,NoStutteredWords,No-Stutter
" It's kind of a mix, so I'm really...",NoStutteredWords,No-Stutter
 I'm really big.,Block,Stutter
 on of advertising and talking about.,NoStutteredWords,No-Stutter
 And so like what I interviewed for?,Block,Stutter
 reviewed for my job.,WordRep,Stutter
 then in my building.,Interjection,Stutter
 I've talked to,Interjection,Stutter
" explaining my studying story, but like,",NoStutteredWords,No-Stutter
" like even just like I,",WordRep,Stutter
 It feels good to feel like people.,Interjection,Stutter
 people just know and I don't have to worry about now.,NoStutteredWords,No-Stutter
 Now how did you get so involved?,Block,Stutter
 Thanks for being a guest.,Prolongation,Stutter
 Thanks for...,DifficultToUnderstand,Stutter
 that year on the board.,NoStutteredWords,No-Stutter
" Well, so I felt whats thankful of you so much, I couldn't",Block,Stutter
 party party party party,Block,Stutter
 part to the kids programming.,Block,Stutter
 Why are you so involved with,Block,Stutter
 with the organization.,Block,Stutter
 the organization.,Block,Stutter
" Well, I think I mean,",Prolongation,Stutter
 such an impact on me.,WordRep,Stutter
 me. And I think that I think that that,WordRep,Stutter
 and getting to work with them.,WordRep,Stutter
 and hear their different experiences.,NoStutteredWords,No-Stutter
 you when you were younger.,NoStutteredWords,No-Stutter
" Well, to be honest, like,",Interjection,Stutter
" speech made fun of me and I was just like, what?",Interjection,Stutter
" Like, what? Like this doesn't make any sense.",Block,Stutter
" And so like in terms of like, speed.",Interjection,Stutter
 like speech therapy like I like.,Interjection,Stutter
" for having me, Pam.",Prolongation,Stutter
" like, like a gun for wild.",Block,Stutter
 And so...,Interjection,Stutter
 So I stopped speech therapy.,Prolongation,Stutter
 name Kristen until,NoStutteredWords,No-Stutter
 high school and it was like,NoStutteredWords,No-Stutter
 Bye.,NoStutteredWords,No-Stutter
 I know clearly things have definitely,NoStutteredWords,No-Stutter
 anything from that point.,Block,Stutter
 I put point on. I... I,SoundRep,Stutter
" I was able to really accept stuttering and like,",NoStutteredWords,No-Stutter
 and I'm on it and I like it.,NoStutteredWords,No-Stutter
 it in your way for a while.,Block,Stutter
" Well, I don't know whether it was Nefesar's.",NoStutteredWords,No-Stutter
 sounds silly but like a song,Block,Stutter
 So I feel like anyone who knows,NoStutteredWords,No-Stutter
" that I am now, you know?",NoStutteredWords,No-Stutter
 And how did you find out about it?,NoStutteredWords,No-Stutter
 therapist.,Prolongation,Stutter
" Yes, I did actually, so I had been going",NoStutteredWords,No-Stutter
 and what you do to keep yourself busy.,NoStutteredWords,No-Stutter
" Great, okay, so",Interjection,Stutter
" And so, so that's that.",Prolongation,Stutter
" So that's how I found it, I guess.",Prolongation,Stutter
 Did your parents go with you?,NoStutteredWords,No-Stutter
" Well, so this is actually a funny story.",NoStutteredWords,No-Stutter
 I thought that part,SoundRep,Stutter
 the if I went with someone that I,NoStutteredWords,No-Stutter
 conferences with me. So so,WordRep,Stutter
 So it's,WordRep,Stutter
 You'd go to one without her.,NoStutteredWords,No-Stutter
" Well, I think a part of it.",Prolongation,Stutter
 you're doing your thing with the kids.,NoStutteredWords,No-Stutter
 programs.,NoStutteredWords,No-Stutter
" Well, so a lot of times...",Prolongation,Stutter
 we've become close with over the years.,NoStutteredWords,No-Stutter
,Block,Stutter
 And what does she think about?,Prolongation,Stutter
 done out all this� plan,Block,Stutter
 And...,NoStutteredWords,No-Stutter
 and she would like to be invited.,NoStutteredWords,No-Stutter
 which is just a south of Boston.,Interjection,Stutter
" Wow, you so",NoStutteredWords,No-Stutter
 I feel like this is like my thing.,Interjection,Stutter
 word.,SoundRep,Stutter
" Okay, I got a- I- What?",Prolongation,Stutter
" I guess I don't know, maybe it's that I'm not.",NoStutteredWords,No-Stutter
 Whoa!,Prolongation,Stutter
 I'm getting away and it's just like,Block,Stutter
" I don't know, it's nice that it's been Earth.",NoStutteredWords,No-Stutter
" Right, right.",WordRep,Stutter
 Do you and your sister ever talk about it?,NoStutteredWords,No-Stutter
" We do. I mean, like...",Interjection,Stutter
 as well as some Patty Celebrium 30 wrong feet Now only 7 at 13 is not 89 because it's many,Prolongation,Stutter
 who don't study if that makes sense.,NoStutteredWords,No-Stutter
" So look, I've talked twice yesterday before, but it's not like we",Block,Stutter
 family I have five.,Interjection,Stutter
" siblings, four sisters and a brother.",NoStutteredWords,No-Stutter
 even become an open issue.,NoStutteredWords,No-Stutter
 issue until,Prolongation,Stutter
" people that get it, you know? So yeah.",Interjection,Stutter
 So yeah.,Interjection,Stutter
 How did you get involved with?,NoStutteredWords,No-Stutter
 teaching that that that that that,WordRep,Stutter
 you get involved with that.,NoStutteredWords,No-Stutter
 Hon delicious! Its was founded in Scotland Since 2002.,NoStutteredWords,No-Stutter
 was helping out with the older group.,Block,Stutter
 girl troop and then,Block,Stutter
 so much on the girls' ears just like,Interjection,Stutter
 like so like so far on,WordRep,Stutter
 that you do in school.,NoStutteredWords,No-Stutter
 Like some of the same children? Yeah.,NoStutteredWords,No-Stutter
" Yeah, well, so I, you, so",Interjection,Stutter
 school before. So,NoStutteredWords,No-Stutter
" Okay, and girl.",NoStutteredWords,No-Stutter
 scoring girls and women is,Block,Stutter
 is that correct?,NoStutteredWords,No-Stutter
 Girls kind of is just this really positive things.,NoStutteredWords,No-Stutter
 I think for the good.,Prolongation,Stutter
" I think for the girls, girl, for the girl.",WordRep,Stutter
 build their self-esteem and their,Block,Stutter
 confidence and believe that,Prolongation,Stutter
 who's stutter would choose.,NoStutteredWords,No-Stutter
" Well, so, ever",Prolongation,Stutter
 I,WordRep,Stutter
 It definitely does. It's...,NoStutteredWords,No-Stutter
 about your stuttering to the girls.,NoStutteredWords,No-Stutter
 So it's pretty much the same kind of thing.,Prolongation,Stutter
 and are they pretty respectful of,Block,Stutter
 of that.,SoundRep,Stutter
" that. Oh definitely, I thought I-",WordRep,Stutter
 Here's a guy who works far.,Prolongation,Stutter
 for an after school program.,NoStutteredWords,No-Stutter
 So we have like sir.,WordRep,Stutter
 And then we are,Block,Stutter
" et que j'en ai, y'en !",Interjection,Stutter
 Girls listening to this.,NoStutteredWords,No-Stutter
 their first NSA.,NoStutteredWords,No-Stutter
 conference my city.,Prolongation,Stutter
 What advice would you give them? What would you tell them?,Block,Stutter
 to be a teacher. And for,Prolongation,Stutter
 for a while.,WordRep,Stutter
" Hi, Pam. I'm doing well.",NoStutteredWords,No-Stutter
 over the years.,Prolongation,Stutter
 techniques that they taught.,NoStutteredWords,No-Stutter
 But I still,WordRep,Stutter
" because you know, because",Interjection,Stutter
 and,NoStutteredWords,No-Stutter
 be for when I was,Block,Stutter
 I moved.,Prolongation,Stutter
" There, there.",WordRep,Stutter
 and end.,WordRep,Stutter
 When did you start?,NoStutteredWords,No-Stutter
 your therapist.,Prolongation,Stutter
 Back in.,NoStutteredWords,No-Stutter
 that's really exciting.,NoStutteredWords,No-Stutter
 really cool again the fact that you know,Interjection,Stutter
 people and it.,NoStutteredWords,No-Stutter
 with me because I just had these.,NoStutteredWords,No-Stutter
" Okay, so it's so it's",WordRep,Stutter
 Communication.,NoStutteredWords,No-Stutter
 conference this year.,Interjection,Stutter
 I am. I am.,NoStutteredWords,No-Stutter
" Well, so thank you again.",NoStutteredWords,No-Stutter
" Thank you so much Pam. And, uh...",Interjection,Stutter
" As a guest, I am.",NoStutteredWords,No-Stutter
 and I always felt,NoStutteredWords,No-Stutter
 I think that was the sort of...,Interjection,Stutter
 of the,Interjection,Stutter
 I am...,Block,Stutter
 people do,Interjection,Stutter
 and,WordRep,Stutter
 like it would really um,Interjection,Stutter
 Try to maintain eye contact.,NoStutteredWords,No-Stutter
 And I'm okay with it. So,Prolongation,Stutter
 Um...,Interjection,Stutter
" But it's not too late though, right?",NoStutteredWords,No-Stutter
 And if I did have to talk to you.,NoStutteredWords,No-Stutter
 purposely changed words.,NoStutteredWords,No-Stutter
" Gosh, I don't know, I mean I...",NoStutteredWords,No-Stutter
 And...,NoStutteredWords,No-Stutter
 I'm at a...,SoundRep,Stutter
 it's coming I do believe,NoStutteredWords,No-Stutter
,NoStutteredWords,No-Stutter
" that you start with, it's another thing to ask.",Interjection,Stutter
 Exactly. Yeah.,NoStutteredWords,No-Stutter
 It's been a good experience.,Prolongation,Stutter
 the,Block,Stutter
 What do I owe myself? And,Prolongation,Stutter
" When you're working,",NoStutteredWords,No-Stutter
 role model for the kids too.,NoStutteredWords,No-Stutter
" Yeah, um, now",NoStutteredWords,No-Stutter
" that you work with to any of them, stutter?",NoStutteredWords,No-Stutter
 can I connect on that level?,Prolongation,Stutter
" work with. I mean, is it always the same?",NoStutteredWords,No-Stutter
 Person that you work with or do you?,NoStutteredWords,No-Stutter
" there. Oh, no.",Interjection,Stutter
 Sounds like it's just a perfect fit.,NoStutteredWords,No-Stutter
 you,WordRep,Stutter
 of the places that sound,NoStutteredWords,No-Stutter
 And,Prolongation,Stutter
 And I just decided,Prolongation,Stutter
 Thank you.,Block,Stutter
 decide to go to a conference.,SoundRep,Stutter
 I was attending those the,NoStutteredWords,No-Stutter
 feel comfortable.,Prolongation,Stutter
 that their support groups have.,Prolongation,Stutter
 It's not the same thing Jeff Jeff,WordRep,Stutter
" Oh, oh, oh, oh, oh, oh.",SoundRep,Stutter
 incidentally.,Interjection,Stutter
 that world market.,NoStutteredWords,No-Stutter
 of near you.,Interjection,Stutter
 and people don't seem to be,NoStutteredWords,No-Stutter
" to mind and so when she told me,",NoStutteredWords,No-Stutter
 positive things about Gail. Yeah.,NoStutteredWords,No-Stutter
 Yeah.,Prolongation,Stutter
 I'll try and to find that out.,Prolongation,Stutter
" Well, doubt that.",NoStutteredWords,No-Stutter
 that I'm okay the way I am.,NoStutteredWords,No-Stutter
 And that I can still be,NoStutteredWords,No-Stutter
 And it's okay. And it actually,Block,Stutter
 hands on the night.,Prolongation,Stutter
 Show me my name is,Prolongation,Stutter
 That's one great thing about.,Prolongation,Stutter
 The program is that they offer the,NoStutteredWords,No-Stutter
 and then speaking and,Prolongation,Stutter
 other tech Thanks ofulfite which is,Prolongation,Stutter
 I am very lucky.,Interjection,Stutter
 It definitely a poison other.,NoStutteredWords,No-Stutter
 And it's just nice to be able to.,NoStutteredWords,No-Stutter
 And,NoStutteredWords,No-Stutter
" Yep, yep, I'm...",WordRep,Stutter
 It's something that,NoStutteredWords,No-Stutter
 Mhm. Ha ha ha.,Block,Stutter
 International Women's Day panel.,NoStutteredWords,No-Stutter
 I would love to. We are privileged.,SoundRep,Stutter
 Okay. And...,Prolongation,Stutter
 that people in my mosque could read it.,NoStutteredWords,No-Stutter
 and it was quite,NoStutteredWords,No-Stutter
 to speak about things and I think after that,NoStutteredWords,No-Stutter
 Trying to,NoStutteredWords,No-Stutter
 Second year.,Block,Stutter
 Love speaking to people.,NoStutteredWords,No-Stutter
 being to have great conversations.,NoStutteredWords,No-Stutter
 or day.,NoStutteredWords,No-Stutter
" felt very, very small and",WordRep,Stutter
 I used to go once a week.,NoStutteredWords,No-Stutter
 That was prolonged every period of time.,Block,Stutter
 joining the,Block,Stutter
 Okay. It's quite interesting.,Block,Stutter
 I wasn't a waddy person.,NoStutteredWords,No-Stutter
 So...,Prolongation,Stutter
 Love hearing about people's background.,NoStutteredWords,No-Stutter
 But I think because my,WordRep,Stutter
 who enrolled on it come out with.,NoStutteredWords,No-Stutter
 a religious community.,Block,Stutter
" Friday, why didn't I go?",NoStutteredWords,No-Stutter
 even more.,Block,Stutter
 first she hasn't been,Prolongation,Stutter
 She had over come so much on it.,NoStutteredWords,No-Stutter
 Not letting it define me.,NoStutteredWords,No-Stutter
 So I think one of the main things.,NoStutteredWords,No-Stutter
 at www.stutterware.com,NoStutteredWords,No-Stutter
 and,Prolongation,Stutter
 Thank you.,NoStutteredWords,No-Stutter
 And...,Prolongation,Stutter
" And work, actually.",DifficultToUnderstand,Stutter
 Well..,Block,Stutter
 Thank you for sharing.,Block,Stutter
 very poised and you're very,NoStutteredWords,No-Stutter
 very confident. Do you,Prolongation,Stutter
 you feel like you're doing.,Prolongation,Stutter
 Do you feel like you're at?,NoStutteredWords,No-Stutter
 confident person at this point.,Prolongation,Stutter
 And I think.,Prolongation,Stutter
 it's taking time and,NoStutteredWords,No-Stutter
 And I fit and,NoStutteredWords,No-Stutter
 But if you 42 soon did the depression stop happening? Even more comments have somebody said they ... If they ...,Prolongation,Stutter
 to you to have that.,NoStutteredWords,No-Stutter
" endorsement, for a long time, you know reach out to the audience. For Japanese directors, if the Japanese don't notice, or make sure you search for it. That's why they always laugh. They must suffer a long time. In the past year, they used to follow now Korean actors,",Block,Stutter
 sense for you then.,WordRep,Stutter
 Exactly.,NoStutteredWords,No-Stutter
 You're guessing or if I'm at?,NoStutteredWords,No-Stutter
" Yeah, now um if",Interjection,Stutter
 if there's young girls,Interjection,Stutter
 advice would you give them?,Prolongation,Stutter
" Okay, all right. Excuse me...",NoStutteredWords,No-Stutter
" and goodbye So, 2017",Prolongation,Stutter
" I mean, the pain.",SoundRep,Stutter
 재판진온나,Prolongation,Stutter
 Nice. Goodbar,Prolongation,Stutter
 people who stammer and it,NoStutteredWords,No-Stutter
 And it's a new...,Block,Stutter
 I have speaking and,NoStutteredWords,No-Stutter
 I don't know if I need it.,Prolongation,Stutter
 come out of it and he's,NoStutteredWords,No-Stutter
" Please, many good speaking and now.",Block,Stutter
 can do it.,NoStutteredWords,No-Stutter
 And it just takes a little bit.,NoStutteredWords,No-Stutter
 I was help stitches uh,Block,Stutter
 And You.,Prolongation,Stutter
 have to work like like even,WordRep,Stutter
" like evenings, right?",Block,Stutter
 5 heartfelt,Block,Stutter
 and that lets your rein to get to go you.,DifficultToUnderstand,Stutter
 If you got to,NoStutteredWords,No-Stutter
 Keep breathing.,NoStutteredWords,No-Stutter
 I'm just really...,NoStutteredWords,No-Stutter
 I've got a child day next week.,Prolongation,Stutter
 to clients and customers.,NoStutteredWords,No-Stutter
 all day. So you just meant,NoStutteredWords,No-Stutter
 customers that you stammer.,NoStutteredWords,No-Stutter
 I do.,Prolongation,Stutter
" So,",Prolongation,Stutter
 you know if I'm doing,Block,Stutter
 I think being,Prolongation,Stutter
 on the program. I,NoStutteredWords,No-Stutter
" Hey Natalie, how are you today?",Prolongation,Stutter
" hi worker, I'm a гор",Block,Stutter
 This is a technique.,Block,Stutter
 each day and that helps.,NoStutteredWords,No-Stutter
 helps me to...,Prolongation,Stutter
 Just pause and...,Prolongation,Stutter
 Heart of beings.,Block,Stutter
 Pe'dee,NoStutteredWords,No-Stutter
 They are pissed to speak each day.,Block,Stutter
 If I another than it,Block,Stutter
 It's better to...,NoStutteredWords,No-Stutter
" Yes, is that what you're talking about?",WordRep,Stutter
" . And success ads. . Yeah. It's ... It should be Will. Hey dad. See you. Later. Easy, right now. Decided. As you can see that beautiful body parted. Euzieh you can't have a display. It's taking",WordRep,Stutter
 Manity!,NoStutteredWords,No-Stutter
. That's me. It's,NoStutteredWords,No-Stutter
 It's an important test,Prolongation,Stutter
 Try my best.,Block,Stutter
 Until,Prolongation,Stutter
" I'm pretty to speak to you, Steve.",Block,Stutter
 about what you do to keep yourself busy.,NoStutteredWords,No-Stutter
" Okay, well I'm...",Prolongation,Stutter
 program is.,Interjection,Stutter
 What! What is there in this building which we're seeing? What are you doing!!!,WordRep,Stutter
 Therapy based?,NoStutteredWords,No-Stutter
" Um, it's...",NoStutteredWords,No-Stutter
 the diet.,Prolongation,Stutter
 Then I'm<|ar|>,NoStutteredWords,No-Stutter
ชิวอ่าอ่าอ่าอ่า,Prolongation,Stutter
 up and just take.,Block,Stutter
 each time I speak.,NoStutteredWords,No-Stutter
 so,NoStutteredWords,No-Stutter
